--------Result---------------
[261, 'A321', 'VN127', 930, 1045, 43, 'A321', 'VN1398', 0.052702702702702706, 0.052702702702702706]
[262, 'A321', 'VN921', 960, 1045, 51, 'A321', 'VJ134', 0.052702702702702706, 0.052702702702702706]
[263, 'A321', 'VN1347', 990, 1045, 52, 'A321', 'VJ116', 0.052702702702702706, 0.052702702702702706]
[264, 'AT72', '0V8078', 1005, 1045, 15, 'AT72', 'K6821', 0.052702702702702706, 0.052702702702702706]
[265, 'A350', 'VN247', 1035, 1050, 7, 'A350', 'VN262', 0.052702702702702706, 0.052702702702702706]
[266, 'A321', 'VN583', 1010, 1065, 54, 'A321', 'VN580', 0.052702702702702706, 0.052702702702702706]
[267, 'A321', 'VN598', 1025, 1070, 1, 'A321', 'VN1268', 0.052702702702702706, 0.052702702702702706]
[268, 'A321', 'VJ329', 1040, 1075, 8, 'A320', 'VJ396', 0.052702702702702706, 0.0527027027027027]
[269, 'A320', 'BL130', 1025, 1075, 55, 'A320', 'VJ382', 0.052702702702702706, 0.052702702702702706]
[270, 'A321', 'QH216', 1020, 1080, 32, 'A321', 'VN138', 0.052702702702702706, 0.052702702702702706]
[271, 'A321', 'VN595', 1020, 1080, 33, 'A321', 'VN1833', 0.052702702702702706, 0.052702702702702706]
[272, 'A321', 'VN892', 1040, 1080, 34, 'A321', 'VN1192', 0.052702702702702706, 0.052702702702702706]
[273, 'A350', 'VN249', 1065, 1080, 4, 'A350', 'VN266', 0.052702702702702706, 0.052702702702702706]
[274, 'A321', 'VN133', 1020, 1080, 37, 'A321', 'VJ130', 0.052702702702702706, 0.052702702702702706]
[275, 'A320', 'BL679', 1050, 1085, 9, 'A320', 'VJ652', 0.052702702702702706, 0.0527027027027027]
[276, 'A320', 'BL132', 960, 1085, 57, 'A320', 'BL516', 0.052702702702702706, 0.052702702702702706]
[277, 'A320', 'AK522', 980, 1085, 58, 'A320', 'QH1172', 0.052702702702702706, 0.052702702702702706]
[278, 'A321', 'VN503', 1035, 1090, 41, 'A321', 'VN1378', 0.052702702702702706, 0.052702702702702706]
[279, 'A333', 'TK170', 1020, 1095, 17, 'A333', 'TK170', 0.11152623211446741, 0.11152623211446741]
[280, 'A320', 'QH204', 895, 1100, 59, 'A320', 'BL684', 0.052702702702702706, 0.052702702702702706]
[281, 'A320', 'VJ396', 1075, 1110, 8, 'A321', 'VN7104', 0.052702702702702706, 0.0527027027027027]
[282, 'A320', 'VJ382', 1075, 1110, 55, 'A320', 'VJ640', 0.052702702702702706, 0.052702702702702706]
[283, 'A320', 'VJ243', 1075, 1110, 56, 'A320', 'VJ248', 0.052702702702702706, 0.052702702702702706]
[284, 'A321', 'VN1265', 1070, 1110, 2, 'A321', 'VN7286', 0.052702702702702706, 0.052702702702702706]
[285, 'AT72', 'K6821', 1045, 1110, 15, 'AT72', 'K6813', 0.07311086596800882, 0.07311086596800882]
[286, 'A320', 'BL435', 1080, 1115, 3, 'A320', 'BL778', 0.052702702702702706, 0.052702702702702706]
[287, 'A320', 'VJ652', 1085, 1120, 9, 'A321', 'BL676', 0.052702702702702706, 0.0527027027027027]
[288, 'A320', 'BL516', 1085, 1120, 57, 'A320', 'BL574', 0.052702702702702706, 0.052702702702702706]
[289, 'A321', 'VN1833', 1080, 1125, 33, 'A321', 'VN1358', 0.052702702702702706, 0.052702702702702706]
[290, 'A320', 'QH1172', 1085, 1125, 58, 'A320', 'BL554', 0.052702702702702706, 0.052702702702702706]
[291, 'A320', 'BL434', 900, 1130, 62, 'A320', 'BL325', 0.052702702702702706, 0.052702702702702706]
[292, 'B787', 'VN257', 1125, 1140, 11, 'B787', 'VN272', 0.052702702702702706, 0.052702702702702706]
[293, 'A321', 'VN1826', 1105, 1140, 1, 'A321', 'BL776', 0.052702702702702706, 0.052702702702702706]
[294, 'A321', 'VN7104', 1110, 1145, 8, 'A320', 'VJ198', 0.052702702702702706, 0.0527027027027027]
[295, 'B773', 'CX799', 1075, 1145, 18, 'B773', 'CX764', 0.052702702702702706, 0.052702702702702706]
[296, 'A321', 'VN7286', 1110, 1150, 2, 'A321', 'VN140', 0.052702702702702706, 0.052702702702702706]
[297, 'A320', 'BL353', 1125, 1160, 63, 'A320', 'BL354', 0.052702702702702706, 0.052702702702702706]
[298, 'A321', 'BL676', 1120, 1160, 9, 'A321', 'VN7112', 0.052702702702702706, 0.0527027027027027]
[299, 'A320', 'BL778', 1115, 1160, 3, 'A320', 'BL594', 0.052702702702702706, 0.052702702702702706]
[300, 'A350', 'QR971', 1095, 1165, 19, 'A350', 'QR971', 0.12413127413127413, 0.12413127413127413]
[301, 'A321', 'VN7814', 1120, 1170, 32, 'A321', 'VJ642', 0.052702702702702706, 0.052702702702702706]
[302, 'A321', 'VN1358', 1125, 1170, 33, 'A321', 'VJ362', 0.052702702702702706, 0.052702702702702706]
[303, 'A332', 'VN253', 1095, 1170, 5, 'A332', 'VN274', 0.052702702702702706, 0.052702702702702706]
[304, 'A320', 'VJ375', 1140, 1175, 36, 'A320', 'VJ668', 0.052702702702702706, 0.052702702702702706]
[305, 'A321', 'BL776', 1140, 1175, 1, 'A321', 'VJ156', 0.052702702702702706, 0.052702702702702706]
[306, 'B738', 'MH766', 1125, 1175, 6, 'B738', 'MH767', 0.052702702702702706, 0.052702702702702706]
[307, 'A320', 'VJ198', 1145, 1180, 8, 'A321', 'VN7346', 0.052702702702702706, 0.0527027027027027]
[308, 'A321', 'VN1383', 1145, 1180, 31, 'A321', 'BL327', 0.052702702702702706, 0.052702702702702706]
[309, 'A321', 'VN135', 1140, 1180, 40, 'A321', 'VN7120', 0.052702702702702706, 0.052702702702702706]
[310, 'A333', 'SQ186', 1115, 1180, 20, 'A333', 'SQ185', 0.052702702702702706, 0.052702702702702706]
[311, 'A321', 'VN140', 1150, 1185, 2, 'A321', 'VN7124', 0.052702702702702706, 0.052702702702702706]
[312, 'A321', 'VN7112', 1160, 1200, 9, 'A321', 'VN142', 0.052702702702702706, 0.0527027027027027]
[313, 'A350', 'VN259', 1155, 1200, 7, 'A350', 'VN276', 0.052702702702702706, 0.052702702702702706]
[314, 'A320', 'BL594', 1160, 1200, 3, 'A320', 'VJ168', 0.052702702702702706, 0.052702702702702706]
[315, 'B788', 'TG556', 1145, 1210, 15, 'B788', 'TG557', 0.052702702702702706, 0.052702702702702706]
[316, 'A321', 'VN7346', 1180, 1230, 8, 'A321', 'VJ636', 0.052702702702702706, 0.0527027027027027]
[317, 'A321', 'VJ642', 1170, 1230, 32, 'A321', 'VJ356', 0.052702702702702706, 0.052702702702702706]
[318, 'A350', 'VN261', 1185, 1230, 4, 'B787', 'VN280', 0.052702702702702706, 0.052702702702702706]
[319, 'A320', 'BI383', 1185, 1235, 58, 'A320', 'BI384', 0.052702702702702706, 0.052702702702702706]
[320, 'A320', 'BL767', 1090, 1240, 64, 'A320', 'BL790', 0.052702702702702706, 0.052702702702702706]
[321, 'B787', 'VN772', 970, 1245, 13, 'B787', 'VN773', 0.052702702702702706, 0.052702702702702706]
[322, 'B738', 'DD3218', 1200, 1245, 14, 'B738', 'DD3219', 0.052702702702702706, 0.052702702702702706]
[323, 'A321', 'QH207', 1230, 1255, 38, 'A321', 'QH208', 0.052702702702702706, 0.052702702702702706]
[324, 'A321', 'VJ311', 1220, 1260, 1, 'A321', 'VN284', 0.052702702702702706, 0.052702702702702706]
[325, 'A321', 'VJ636', 1230, 1265, 8, 'A320', 'VJ316', 0.052702702702702706, 0.0527027027027027]
[326, 'A350', 'VN780', 980, 1265, 21, 'A350', 'VN781', 0.052702702702702706, 0.052702702702702706]
[327, 'A320', 'VJ279', 1045, 1270, 65, 'A320', 'VJ286', 0.052702702702702706, 0.052702702702702706]
[328, 'A321', 'VN1415', 1235, 1270, 9, 'A320', 'AK525', 0.09247542997542998, 0.09247542997542997]
[329, 'A321', 'VN1399', 1230, 1285, 33, 'A321', 'QH206', 0.052702702702702706, 0.052702702702702706]
[330, 'A320', 'FD658', 1265, 1295, 36, 'A320', 'FD659', 0.052702702702702706, 0.052702702702702706]
[331, 'A320', '3K551', 1260, 1300, 57, 'A320', '3K552', 0.052702702702702706, 0.052702702702702706]
[332, 'A350', 'VN267', 1245, 1320, 6, 'A350', 'VN286', 0.052702702702702706, 0.052702702702702706]
[333, 'A320', 'VJ289', 1290, 1325, 61, 'A320', 'VJ284', 0.052702702702702706, 0.052702702702702706]
[334, 'A320', 'FD658', 1295, 1330, 36, 'A320', 'BL792', 0.052702702702702706, 0.052702702702702706]
[335, 'A320', 'BL787', 1300, 1335, 8, 'A321', 'VJ1620', 0.052702702702702706, 0.0527027027027027]
[336, 'A320', 'VJ123', 460, 1335, 66, 'A320', 'VJ132', 0.052702702702702706, 0.052702702702702706]
[337, 'B772', '3S620', 1210, 1335, 11, 'B772', '3S621', 0.052702702702702706, 0.052702702702702706]
[338, 'A321', 'VN1379', 1305, 1340, 9, 'A321', 'VJ648', 0.052702702702702706, 0.0527027027027027]
[339, 'A321', 'VJ865', 600, 1340, 78, 'A321', 'VJ864', 0.052702702702702706, 0.052702702702702706]
[340, 'B747', 'RU739', 1260, 1350, 16, 'B747', 'RU739', 0.052702702702702706, 0.052702702702702706]
[341, 'B763', 'NH831', 1270, 1350, 17, 'B763', 'NH832', 0.052702702702702706, 0.052702702702702706]
[342, 'B788', 'JQ61', 1265, 1355, 12, 'B788', 'JQ62', 0.052702702702702706, 0.052702702702702706]
[343, 'A320', 'BL155', 320, 1365, 67, 'A320', 'BL154', 0.052702702702702706, 0.052702702702702706]
[344, 'A321', 'VJ1620', 1335, 1370, 8, 'A320', 'VJ678', 0.052702702702702706, 0.0527027027027027]
[345, 'A320', 'QH223', 1320, 1380, 62, 'A320', 'QH224', 0.052702702702702706, 0.052702702702702706]
[346, 'A321', 'VJ661', 1345, 1390, 2, 'A321', 'BL798', 0.052702702702702706, 0.052702702702702706]
[347, 'A320', 'VJ143', 490, 1400, 68, 'A320', 'VJ162', 0.052702702702702706, 0.052702702702702706]
[348, 'B788', 'JL759', 1315, 1405, 13, 'B788', 'JL70', 0.052702702702702706, 0.052702702702702706]
[349, 'A321', 'VN405', 1280, 1420, 42, 'A321', 'VN408', 0.052702702702702706, 0.052702702702702706]

--------Statistics---------------
Time:  8.145345179
The loop: 33197
