358;A320;9VJSS;3K 551 552;SIN-SGN-SIN;;2100;
359;A330P2F;EIHEB;LD 562 562;PEN-SGN-HKG;;2055;CGO
360;A320;RPC4105;5J 753 754;MNL-SGN-MNL;;2120;
361;B763;JA621A;NH 831 832;NRT-SGN-NRT;;2110;
362;B788;VHVKF;JQ 63 64;MEL-SGN-MEL;;2105;
363;B738;HL8056;TW 121 122;ICN-SGN-ICN;;2135;
364;B787;JA825J;JL 759 70;NRT-SGN-HND;;2155;
365;A333;HL7584;KE 683 684;ICN-SGN-ICN;;2140;
366;B777-300ER;A6ENY;EK 392 393;DXB-SGN-DXB;;2000;
367;A321;B1801;CZ 367 6042;CAN-SGN-PEK;;2150;
368;B747;HL7418;OZ 735 736;ICN-SGN-ICN;;2240;
369;A320;RPC3278;5J 751 752;MNL-SGN-MNL;;0025+;
370;B738;B2695;CZ 8317 8318;WUH-SGN-WUH;;0040+;
371;B738;HL8287;7C 4703 4704;ICN-SGN-ICN;;0100+;
372;A320;B8172;MU 281 282;PVG-SGN-PVG;;0135+;
373;A320;B307S;OQ 2395 2396;CKG-SGN-CKG;;0140+;
17;A321;345 334;VN 224 211;SGN-HAN-SGN;455;840;
18;A321;636;VJ 143 132;HAN-SGN-HAN;500;810;
19;A350;899;VN 226 257;SGN-HAN-SGN;500;1845;
20;A321;353;BL 752 765;SGN-HAN-SGN;510;1430;
21;A320;577 566;BL 747 758;HAN-SGN-HAN;520;810;
22;A321;327;VN 217 228;HAN-SGN-HAN;530;910;
23;A321;624 621;VN 230 227;SGN-HAN-SGN;535;1210;
24;A321;589;QH 215 218;HAN-SGN-HAN;540;910;
25;A321;629;VJ 138 147;SGN-HAN-SGN;545;1540;
26;B787;862;VN 219 232;HAN-SGN-HAN;545;940;
27;A321;324 618;VN 234 231;SGN-HAN-SGN;545;1315;
28;B787;867;VN 223 236;HAN-SGN-HAN;550;1010;
29;A320;577;BL 764 787;SGN-HAN-SGN;555;2140;
30;A320;567;BL 751 762;HAN-SGN-HAN;555;925;
31;A321;326 327;VN 238 237;SGN-HAN-SGN;555;1515;
32;A321;603 361;VN 242 243;SGN-HAN-SGN;555;1645;
33;A321;607;VJ 146 177.;SGN-HAN-SGN;600;0220+;
34;A350;893;VN 246 261;SGN-HAN-SGN;600;1945;
35;A320;9NALM;QH 201 204;HAN-SGN-HAN;600;755;
36;A350;888;VN 248 263;SGN-HAN-SGN;600;2015;
37;A321;601 348;VN 252 267;SGN-HAN-SGN;600;2045;
38;A350;886;VN 233 256;HAN-SGN-HAN;600;1415;
39;A321;589;QH 219 216;HAN-SGN-HAN;600;1610;
40;B787;867 865;VN 239 258;HAN-SGN-HAN;605;1615;
41;A320;689;VJ 116 117;SGN-HAN-SGN;605;2215;
42;A350;887 898;VN 247 262;HAN-SGN-HAN;615;1715;
43;A321;591;QH 206 207;SGN-HAN-SGN;615;2350;
44;B787;869;VN 245 266;HAN-SGN-HAN;615;1700;
45;A320;198;BL 778 791;SGN-HAN-SGN;615;2335;
46;A320;564;BL 761 776;HAN-SGN-HAN;620;1330;
47;A350;892 887;VN 249 272;HAN-SGN-HAN;620;1745;
48;A320;ER00003;VJ 198 197;SGN-HAN-SGN;620;2355;
49;A330 A332;381;VN 253 274;HAN-SGN-HAN;620;1815;
50;A321 A320;654 678;VJ 191 168;HAN-SGN-HAN;630;1535;
51;B787 A350;896 899;VN 259 276;HAN-SGN-HAN;630;1915;
52;A321;354;BL 782 789;SGN-HAN-SGN;635;0100+;
53;A321;630;VJ 178 179.;SGN-HAN-SGN;635;0130+;
