368;A320;B6977;CZ 367 6042;CAN-SGN-PEK;;2150;
369;B747;HL7418;OZ 735 736;ICN-SGN-ICN;;2240;
370;A320;RPC4105;5J 751 752;MNL-SGN-MNL;;0025+;
371;A320;RPC-8978;Z2 294 295;MNL-SGN-MNL;;0105+;
372;B738;B5191;CZ 8317 8318;WUH-SGN-WUH;;0040+;
373;B738;HL8318;7C 4703 4704;ICN-SGN-ICN;;0100+;
374;B74F;B2461;CZ 489 490;CAN-SGN-HAN;;0045+;CGO
375;A321;B9906;MU 281 282;PVG-SGN-PVG;;0135+;
376;A320;B307R;OQ 2395 2396;CKG-SGN-CKG;;0140+;
377;B767F;HL7507;OZ 391 392;ICN-SGN-ICN;;0215+;CGO
20;B787;861;VN 230 253;SGN-HAN-SGN;0400;1815;
21;A321;591;QH 215 218;HAN-SGN-HAN;0430;0910;
22;A321;667;VJ 138 147;SGN-HAN-SGN;0455;1540;
23;A321;624 616;VN 232 229;SGN-HAN-SGN;0500;1240;
24;A321;348 618;VN 234 233;SGN-HAN-SGN;0510;1415;
25;A321;611 363;VN 236 237;SGN-HAN-SGN;0515;1515;
26;A320;568;BL 747 764;HAN-SGN-HAN;0530;0810;
27;A350;894;VN 238 257;SGN-HAN-SGN;0535;1845;
28;B787;865;VN 242 259;SGN-HAN-SGN;0540;1915;
29;A321 A320;631 678;VJ 123 142;HAN-SGN-HAN;0545;0740;
30;A320;573;BL 770 793;SGN-HAN-SGN;0545;2310;
31;A321;607;VJ 146 177.;SGN-HAN-SGN;0545;0045+;
32;A321;350 366;VN 246 261;SGN-HAN-SGN;0550;1945;
33;A320;9NALM;QH 201 204;HAN-SGN-HAN;0555;0755;
34;A350;889;VN 248 263;SGN-HAN-SGN;0555;2015;
35;A320;562;BL 772 777;SGN-HAN-SGN;0555;2005;
36;A321;651;VJ 129 132;HAN-SGN-HAN;0555;1450;
37;A350;895;VN 252 267;SGN-HAN-SGN;0600;2045;
38;A350;898;VN 256 269;SGN-HAN-SGN;0600;2115;
39;A350;886;VN 239 258;HAN-SGN-HAN;0600;1615;
40;A321 A320;588 9NALM;QH 216 203;SGN-HAN-SGN;0600;2000;
41;A320;655;VJ 116 117;SGN-HAN-SGN;0600;2215;
42;A350;890;VN 262 7227;SGN-HAN-SGN;0600;2330;
43;A321;589;QH 206 207;SGN-HAN-SGN;0605;2300;
44;A332 A330;381;VN 245 266;HAN-SGN-HAN;0605;1700;
45;B787;869 870;VN 243 7226;HAN-SGN-HAN;0615;1645;
46;A320;569;BL 778 791;SGN-HAN-SGN;0615;2335;
47;A350;892;VN 247 272;HAN-SGN-HAN;0615;1715;
48;A321 A320;629 ER-00003;VJ 167 198;HAN-SGN-HAN;0615;1645;
49;A350;888 894;VN 249 274;HAN-SGN-HAN;0615;1745;
50;A320;689 658;VJ 189 168;HAN-SGN-HAN;0620;1940;
51;A350;887 886;VN 276 285;SGN-HAN-SGN;0620;2310;
52;B787;865 866;VN 280 279;SGN-HAN-SGN;0620;2215;
53;A320 A321;9NALM 591;QH 208 205;SGN-HAN-SGN;0625;2105;
54;A321;329 390;VN 284 277;SGN-HAN-SGN;0630;2145;
55;A321 A320;629 ER00003;VJ 170 197.;SGN-HAN-SGN;0630;0020+;
56;A321;393 334;VN 286 287;SGN-HAN-SGN;0635;2340;
57;A320;577 562;BL 761 776;HAN-SGN-HAN;0635;1330;
58;A321;591;QH 298;SGN-HAN;0640;;
